review_id,review_text,rating,date,platform,helpful_count,review_length
c49ad720-bc3e-45e2-ad00-0305c0d74356,good but need more optimization mobile I am using flagship mobile it's some lag other wise it gooddd.,5,2025-05-27 23:44:35,google_play,0,101
0580df44-64f1-4438-a79f-93805da1f67a,"jizhou story is horrible, character designs are bland and uninspired especially thier color pallettes and the characters themselves are so useless in the story they can be replaced by npcs, mobile graphics suck compared to other games, player controlls feel uncanny (especially the jump) and the walking, climbing and jumping animations feel robotic, character also lack variety, if your new to the genre and want something polished play genshin impact instead, this game is a 1:1 copy of it anyways.",1,2025-05-27 23:42:31,google_play,0,500
d2861a6b-d50b-4084-bf7c-456dc912f847,I love this game so much I can't express 😍😍😍,5,2025-05-27 23:37:54,google_play,0,44
5e752fc4-1cbd-4262-aea0-15dcafe27ad6,Please optimize :3,3,2025-05-27 22:59:05,google_play,0,18
526ce95f-db01-469c-98ec-b75f251702eb,Fix the lag I use ip 12 but my phone keep lagging even though it can handle alot of game,1,2025-05-27 22:56:55,google_play,0,88
b997d021-935e-400f-ab30-5bbf71890f26,greatt yehhheyyy,5,2025-05-27 22:41:27,google_play,0,16
46f597ac-ecb9-480b-838d-9cb736be1d9c,edit: kuro seems to be losing the plot each day a little more,1,2025-05-27 22:29:24,google_play,18,61
e435d510-8b3e-4cd7-af01-19cf4926c5f3,"I'm giving up, the upgrade in graphics killed the performance.",1,2025-05-27 22:26:56,google_play,0,62
27c6ea1b-e14c-47e3-8409-320ee62aa23c,Absolute Cinema,5,2025-05-27 22:20:32,google_play,0,15
3db4d949-2c55-4f22-9844-a0154fe61324,the animation is really good I like it,5,2025-05-27 22:16:42,google_play,0,38
3fca92b0-6308-4b5e-9957-08db9fba09f4,i got 2 five stars when i got back,5,2025-05-27 21:52:45,google_play,0,34
b616a623-64b3-477a-a718-761eb2cbcf1a,"граю з першого дня. чудова гра, і з кожним оновленням стає ще краща",5,2025-05-27 21:48:45,google_play,0,67
6111ad00-1aad-4ce0-a430-4a14e46ff320,very enjoyable game and good graphics and nice combo,5,2025-05-27 21:41:10,google_play,0,52
f0adb8e6-61ed-4d1c-a46d-4ad214e07de6,¡QUE VIVAN LAS WAIFUS!,5,2025-05-27 21:21:11,google_play,0,22
8e5cc1a9-d7ee-4ba2-aa3f-719b5d11e2b6,"very good game, but my device sucks ahahaha",4,2025-05-27 21:06:04,google_play,0,43
cab4baa8-7bf9-42de-aee8-87a8c919a624,perfect,5,2025-05-27 21:05:45,google_play,0,7
48b8a3c7-12a7-4011-87d6-7f028ed6ea92,I love it it's a great game,5,2025-05-27 20:28:21,google_play,0,27
c8dfc4a1-5280-427d-af5c-44508ee26e98,to be honest its just like genshin i uninstalled already not for me,5,2025-05-27 20:22:07,google_play,0,67
cb9c7913-e346-4f84-a531-58fa1c43f551,TOO HAREM!,2,2025-05-27 20:18:40,google_play,0,10
f65f0480-0c07-4419-a0b7-70940e275c7e,"If the game was a little more optimized, it would have been 10/10.",5,2025-05-27 19:46:36,google_play,0,66
7f6888d2-8bbf-4e1d-9a47-e07b951b1c16,From 5 to 1 star. 1st anniversary was a big let down.,1,2025-05-27 19:45:26,google_play,1,53
653996ad-9ddf-451e-b666-a1ae78a67957,crazy coooll asf,5,2025-05-27 19:44:11,google_play,0,16
e46e9890-09d5-40e2-bb2e-1233b73b8fdd,"I understand that they wanted to make a more stylish game, both visual and gameplay wise by using Unreal Engine. However, it's very demanding on phones compared to Unity (the one Genshin uses), so the optimization needs work. Wish they fix it because so far, everything else is great.",4,2025-05-27 19:44:03,google_play,6,284
113f1df0-2796-47cc-88b3-e7157566bbed,I really like the combat style and design. The story is the best and a good storyline,5,2025-05-27 19:41:40,google_play,0,85
e1588de3-ce70-499c-8a18-a85015fccfcd,"It came so far but with the direction they're going, they're really starting to isolate their older playerbase especially with the direction they're going for character designs. Story is great but they're really going full-throttle pandering to a specific audience and it's just not worth it anymore. You seriously can't open with a male resonator and have this male-female ratio right now. Cantarella was robbed of her elegance and upcoming characters will be too. No class.",2,2025-05-27 19:21:06,google_play,0,475
3ddf7857-fa3f-4fab-8b7a-8a30001b7f0b,"Started off great with balanced character representation and amazing gameplay. I was genuinely excited about where Wuthering Waves was headed. But now it’s clear the game is shifting into the usual waifu-first gacha formula. Back-to-back female banners, sidelined male characters, and female kits tailored to be good and unique. Feels like the early balance was just a marketing tactic. A bit disappointing for players who were hoping for lasting variety and fair representation.",1,2025-05-27 19:12:52,google_play,0,479
e8e834bb-b667-4e7c-9149-7b8c027f58ad,"w game,better than genshin",4,2025-05-27 19:08:53,google_play,0,26
cdf9c1dc-812f-4598-87a4-d5b0b47fa540,{ Absolutely cinema } ✋😶🤚,5,2025-05-27 19:07:54,google_play,0,25
8b803a29-0926-40f4-aebe-36d60f986de7,"my biggest problem with this game is lack of 4* characters I need to pull other 5* supports to effectively support the characters I wanna use for example zani, I need peeb to use her or she sucks so I just want kuro to add more 4* options that can be used as good alternative to these 5* supports",4,2025-05-27 19:05:04,google_play,0,296
48d9db2c-c371-41ea-91dd-ac43ee2e8d5e,"performance issue. It keeps crashing on my phone even when my network is good, my phone is updated, please optimize this game plz....",2,2025-05-27 19:00:12,google_play,0,133
b931868a-04e7-4319-ba29-c9cec6d57335,"the rewards are getting less and less per update and i'm highly disappointed because i've noticed, i don't usually get the weapon or resonator because the pity counter for banners take too long and there won't be enough resources, that has to be fixed kuro.",4,2025-05-27 18:59:53,google_play,2,257
5ade6297-e86f-4c10-ab38-4f5e6073b759,Nothing to say expect very good,5,2025-05-27 18:54:05,google_play,0,31
4357e00d-7d67-46dc-88a0-e497b52b816b,Play this game when its first release but after a month playing its really lagging Not optimize for mobile Now the First anniversary i come back playing But its still not smooth i dont think its going to be smooth on mobile this is why GENSHIN HAVE 100M DOWNLOAD because its smooth on mobile,1,2025-05-27 18:29:16,google_play,1,291
09d30a33-fe1d-42f0-a0ac-c7f95fb1e6b1,it's a perfect game I am addicted to it its totaly is beautiful just there is a little bit of confusion in understanding the story line that the explanation of the story and many dialogues are a little bit hard to understand and the story explanation is the conjuring not too much better little bit by the way all the fights games graphics and everything about this game is too much good it's too unique from any other gacha games end it doesn't even lags in my phone.,5,2025-05-27 18:17:10,google_play,0,468
ef5895d2-9c80-4827-9e03-8c56e89f3539,"This game has always been close to my heart 💗 it's the best game i had ever seen ,, I'm head over heels for this game 🫠🎀,,just one thing is tht ,,i find it difficult to collect asteroids and yellow balls sometimes to get my favourite 5 star resonator....🙂,,anyway it's lovely game 🩷",5,2025-05-27 17:51:24,google_play,0,282
2fdced7b-fb05-4c6b-aac6-75554151afaa,Wuwa is a good Game.But It did not support On Some Low-Mid Device.I really Want Kuro to Fix The Problem.My Mid device can Play Genshin But It Cant support wuthering wave.My Phone Logout form The Game When I fight with First Tuto Boss.I Played wuwa at Internet Cafe and Its Expansive.I dont want to spend my money For it i want To use Money To get CharcatersC2.Please can You make the game for mobile Low-mid device?Theres A lot of player Who want to play but Cants Because of their Device🙁,5,2025-05-27 17:32:13,google_play,0,489
779e3d28-45ca-4e28-93c3-c4ad51bfe4d6,先說說優點。第一，這個遊戲戰鬥很爽，角色動作豐富炫酷，能閃避，還能彈刀。怪物攻擊還很頻繁，不是站著不動給你打。可以秀出很帥的操作，可以說是二遊巔峰的打鬥。第二，女角色建模很美，還很色（你細品）。缺點方面，第一，鳴潮用的是和米哈遊一樣的卡池。這就很噁心，很不公平。憑什麼有的人三四十抽就出；有的人累死累活一百六十抽才出，這是身心的雙重打擊。我第一金74抽歪了雪豹，然後大保底出了菲比。我的帳號像被詛咒了，後面的每次，每次，限定卡池都在大保底歪。你問我為什麼不換一個新號？沒時間從新肝。我玩了半年，只出了三個限定角色。如果卡池有補償機制，我也不至於退遊。第二，庫洛的審美很差，很多角色的衣服（特別是四星角色）很醜，很土。要知道，二遊就是賣角色，你角色衣服和皮膚醜，（我的推柯萊塔新皮膚下半身是什麼鬼，太空了，跟四星一樣）我也沒慾望抽和買。第三，前半部的劇情真的挺普通，甚至是尷尬，頭皮發麻，全都是謎語人。不過，自從黎娜希塔之後的劇情就越來越好看，特別是最新的那段和大卡的巔峰打戲。總之，庫洛你好好琢磨卡池補償機制吧，別走米哈遊的老路。,2,2025-05-27 15:54:43,google_play,0,465
3636d843-bd46-4847-a33b-d414f08c2284,"best game I've ever play in my entire life, gonna play this on pc when i get a high end pc",5,2025-05-27 15:47:56,google_play,0,90
ce165760-e225-401a-890e-3cb022aa3fa9,This is so beautiful character,5,2025-05-27 15:44:56,google_play,0,30
45bc2125-a1d0-47b4-b1b1-4804250d4689,"super cinematic and awesome graphics, a cool storyline and fabulous characters with their own amazing details",5,2025-05-27 15:08:44,google_play,0,109
d18a4198-bdaa-4d01-bdc2-4f116891cff5,very nice game,5,2025-05-27 15:07:33,google_play,0,14
2ac6f507-533c-4294-a712-effd51ddee65,OK THIS GAME IS GOOD,4,2025-05-27 14:48:06,google_play,0,20
c520a1f2-4a12-4ed5-a12e-57ec8845547e,it's so good!,5,2025-05-27 14:15:27,google_play,0,13
2ad1b80e-a5a5-461b-8e85-be32cfa5cc41,versi sempurna dari genshin impact.dev nya gk Batu dengerin player bansos melimpah mantapp❤️,5,2025-05-27 14:08:00,google_play,0,92
eec1de5c-a782-40d3-bb1b-0f21359ad5ea,give the animators a raise,5,2025-05-27 13:33:43,google_play,0,26
0f61c2c8-aca4-4bae-9e0e-b16fd459f522,the combat and exploration is satisfying; the story is bland... unremarkable; lacking creativity in characters design and male ratio. #WitheringWives,3,2025-05-27 13:30:27,google_play,0,149
73d83b0b-5add-400d-98f4-4269dc8e6515,Amazing game storyline to characters are awesome,5,2025-05-27 13:11:04,google_play,0,48
cae249c4-d0bb-4988-b966-5701e99a7d08,"Just wanna say even though the game have a long story, the game is so interesting and fun. I just started playing this game from 2 days ago. Not only that the game is beautiful and it too have beautiful scenery's. I'm looking how the game perform in the future and thank you for making this game!!",5,2025-05-27 13:01:47,google_play,0,297
1d55cb19-0246-4d1e-9eb1-b4d6339a4b79,I can't play for my first time and it will put back and never run the app again.. please help me.,4,2025-05-27 13:00:28,google_play,0,97
fb606826-342f-4d03-9d51-79c691cad093,"Been playing since launch and first anniversary event was very underwhelming. Rather than a celebration, they are stingy with rewards and opt for cash grab events instead. overall I will continue playing but will no longer spend on a game that can't show appreciation to their players properly.",1,2025-05-27 12:50:08,google_play,0,294
e8d1942a-fb89-4e50-abb8-a89cdc3f7c45,"I'm never looking forward to the game updates like this game. This game has the best story game I have ever played. Every version exceeded the previous one, and I'm very looking forward to the story of every patch. The bad side may be the lack of 4 star and male characters, especially the lack of male characters in the story quite ruins my fun since I'm not playing for sexy female characters.",4,2025-05-27 12:25:58,google_play,1,395
84b55212-13f4-4ba2-b3f1-15a16726ea38,"The game is good, in the end its main appeal is the combat, hate the RNG aspect of echoes sub stats, the game would be so much better if there were a way to lessen the RNG. Update: still hate the RNG on echos, but is not as bad as i thought. The game runs smooth now for me and its been fun to do the hologram fights, hope we get more hard content like that.",3,2025-05-27 11:56:22,google_play,3,358
4b3b37ca-6dc5-495b-ab6e-02a2eab69420,"always hard pity, suck",4,2025-05-27 11:53:34,google_play,1,22
5c8ce863-a4b6-4227-93d1-8ca9ad3a8f86,"will always be one star. who designs these animations? Definitely not meant for a mobile game. it ruins the whole combat system. it's genuinely the most ridiculously pathetic design I've ever encountered. I have the skill to beat the challenges but I literally can't see anything with the bad controls, camera, lighting and design. the most seizure inducing game of all time??",1,2025-05-27 11:00:33,google_play,6,376
e23f40b4-5469-489d-822c-3de4463ee83d,ᗜˬᗜ,5,2025-05-27 10:53:56,google_play,0,3
a642b0ca-36ca-49f2-9799-03a9204caff8,"even though my internet is good the game I can't log in like its kicking me after the 200+ mb update the game wont let me in like wth is wrong now?! i thought you fix this problem but the problem isn't remove yet more like a temporary, pls make sure your update makes things works, still waiting for the improvement and rewrite my star ratings again to 5 if the issues are fixed.",5,2025-05-27 10:30:32,google_play,0,379
c9c7f6ae-9941-44df-94ad-418f9333348e,I got my first 5 star at 50 pity and the. just after that I got another it's wayy lucky and better than genshin,5,2025-05-27 10:28:33,google_play,0,111
f4bb9d17-86ac-4cfd-964a-b66c908cffff,This game is very nice but events of 2.3 update are making it so boring,2,2025-05-27 10:02:25,google_play,0,71
d3f19270-098c-42f4-a1ac-e9ae22c5e679,"I love it, the combat the graphics and world design its awesome and enjoyable",5,2025-05-27 09:22:54,google_play,0,77
b87181a9-640d-4bbf-a588-4fec3c5ba0ea,Wuthering Waves is the best Game Ever I'm so happy I came back ❤️,5,2025-05-27 09:17:05,google_play,0,65
e7fb3803-0588-40ed-b453-3cfb2596da9f,I like the characters,5,2025-05-27 09:10:11,google_play,0,21
a9cadca6-ef7c-4296-8a85-8b94d55ce61c,"I lost a guaranteed pull for a character that I want, to verina?! It was my first 5 star pull and yet lost 50/50??? I'm never playing wuwa ever again 😡😡😡",1,2025-05-27 08:15:52,google_play,0,153
871595e2-625e-4080-9e24-14e1e72faaf2,Satisfied,5,2025-05-27 07:56:50,google_play,3,9
d1828ca5-8cee-4860-b90d-8cf2d9a21875,Satisfied,5,2025-05-27 07:53:24,google_play,3,9
2187d460-69ca-4fcd-8232-73740e2ba6fd,"WHY IS MY LUNITES AND ASTRITES TURNED NEGATIVE??? what tf did i do???? i just purchased lunites directly from the game, i love this game's characters so bad their kits and so on... now sadly i have to delete this game :(... WHY TF DID I GOT REFUNDED PURCHASES??? I DID NEVER ASKKK FORRR REFUNDING MY PURCHASESSSS",2,2025-05-27 07:46:21,google_play,0,312
2be83120-3a3e-4aac-9539-3596483b4cd1,perfect game but kind a high from my device so I am facing a bit lag problem,5,2025-05-27 06:15:00,google_play,0,76
8d8a13ae-e48d-4341-a6c1-16626aebf35b,"I was really excited to play the game just like everyone else, but unfortunately, I didn't know that my experience would be this terrible. There is constant lagging, high pings on high-performance wifi, and constant crashes. For a game that's out for a year, even genshin impact and other similar games are way better performance wise..ya'll need to do better.",1,2025-05-27 05:58:30,google_play,0,360
ee576f4f-d037-4f21-a95c-348b0d6c34e9,Best of the best,5,2025-05-27 05:37:32,google_play,0,16
a12c5bf4-493f-4c6e-b740-2f373431597a,"The game is good, but if u use mobile it will be EXTREMELY Laggy",4,2025-05-27 05:32:16,google_play,0,64
12a5d93c-327b-477f-b360-4b748e96286b,I want to say that this game has some insane graphics but it can only be unlocked in pc version. A piece of advice for those who have low or mid range device don't even dream of playing this game cuz ur phone might be rip after running this game.I aslo appreciate the developers of this game for making such a nice game.I have played many gacha games but after returning to this game a few months later my opinion completely changed I might have to think twice before playing any other games.,5,2025-05-27 05:18:02,google_play,0,492
9e7b7ab9-5df0-46c2-85e1-d2ff12c248e2,amazing,5,2025-05-27 03:31:18,google_play,0,7
